symbol,yf_symbol,company,sector,marketCap,trailingPE,beta,vol_30d,ret_1m,total_esg,environment_score,social_score,governance_score,source,imputed,label_note
SESHAPAPER.NS,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,Basic Materials,15931012096.0,18.669624,,0.01109921759319755,-0.014628437334562538,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SETCO.NS,SETCO.NS,Setco Automotive Limited,Consumer Cyclical,2406338304.0,,0.533,0.033161978332538554,-0.08457199380693392,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SETUINFRA.NS,SETUINFRA.NS,Setubandhan Infrastructure Limited,Industrials,72939088.0,56.0,0.762,0.030138594390024927,-0.23287672910620472,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
SEYAIND.NS,SEYAIND.NS,Seya Industries Limited,Basic Materials,483779680.0,,-0.313,0.024637115765738835,0.08142342507128109,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SFL.NS,SFL.NS,Sheela Foam Limited,Consumer Cyclical,73010782208.0,126.75522,0.207,0.013754099884572902,-0.01699652417106301,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SGFIN.NS,SGFIN.NS,SG Finserve Limited,Financial Services,22866755584.0,26.520754,-0.832,0.020711882127605774,0.13439670515126556,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
SGIL.NS,SGIL.NS,Synergy Green Industries Limited,Industrials,8468603392.0,48.046734,-0.042,0.012308281287993357,-0.009363680752840886,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SGL.NS,SGL.NS,STL Global Limited,Consumer Cyclical,375552672.0,,0.423,0.046053407659342065,-0.13032417652372663,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SGLTL.NS,SGLTL.NS,STANDARD GLASS LIN TECH L,Industrials,35585323008.0,50.67614,,0.019952574114315696,-0.015399863743063458,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SGMART.NS,SGMART.NS,SG Mart Limited,Industrials,44756664320.0,38.20043,-1.386,0.02050752289209796,-0.05667905397778539,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SHAH.NS,SHAH.NS,Shah Metacorp Limited,Basic Materials,3425765888.0,42.999996,0.579,0.026851326443081427,0.05163038460738578,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHAHALLOYS.NS,SHAHALLOYS.NS,Shah Alloys Limited,Basic Materials,1440666880.0,,-0.162,0.02933886390211417,0.06998962442761303,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHAILY.NS,SHAILY.NS,Shaily Engineering Plastics Limited,Basic Materials,116928176128.0,100.00787,-0.168,0.030652875413556893,0.11382962483532877,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHAKTIPUMP.NS,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,Industrials,99969990656.0,23.56789,-0.037,0.011301333219588254,-0.023835385689015887,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
SHALBY.NS,SHALBY.NS,Shalby Limited,Healthcare,25868765184.0,,0.608,0.028716989252375754,-0.03940395702297317,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
SHALPAINTS.NS,SHALPAINTS.NS,Shalimar Paints Limited,Basic Materials,6475059200.0,,-0.222,0.03659638761318333,-0.0111225100102883,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHANKARA.NS,SHANKARA.NS,Shankara Building Products Limited,Consumer Cyclical,3379535872.0,3.6004655,-0.825,0.13848927836215655,-0.3950467111888728,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHANTI.NS,SHANTI.NS,Shanti Overseas (India) Limited,Consumer Defensive,114724976.0,,0.024,0.034081477498251876,0.051934851805610416,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
SHANTIGEAR.NS,SHANTIGEAR.NS,Shanthi Gears Limited,Industrials,38472822784.0,41.302555,-0.154,0.017742871085327714,-0.0814923663255136,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SHANTIGOLD.NS,SHANTIGOLD.NS,SHANTI GOLD INTERNATION L,Consumer Cyclical,15267770368.0,27.325161,,0.021019309276242196,-0.012312855485086538,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHARDACROP.NS,SHARDACROP.NS,Sharda Cropchem Limited,Basic Materials,85975621632.0,20.475935,0.186,0.02145618697432572,0.11462658471343312,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHARDAMOTR.NS,SHARDAMOTR.NS,Sharda Motor Industries Limited,Consumer Cyclical,59646603264.0,17.658056,0.992,0.020128949656731412,-0.048011749351200894,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHAREINDIA.NS,SHAREINDIA.NS,Share India Securities Limited,Financial Services,45036482560.0,14.8446045,-0.015,0.04915706225792046,0.5482853584670362,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
SHEKHAWATI.NS,SHEKHAWATI.NS,Shekhawati Industries Limited,Consumer Cyclical,711767936.0,11.771429,1.054,0.02881109736251275,-0.07248981401933074,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHEMAROO.NS,SHEMAROO.NS,Shemaroo Entertainment Limited,Communication Services,3067523328.0,,-0.052,0.013837733587347635,-0.007688932698627027,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Communication Services)
SHILPAMED.NS,SHILPAMED.NS,Shilpa Medicare Limited,Healthcare,70634127360.0,63.686066,0.084,0.017531088600967127,-0.08893654461252531,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
SHIVALIK.NS,SHIVALIK.NS,Shivalik Rasayan Limited,Basic Materials,6472614912.0,43.872864,0.206,0.013650290805535967,-0.10093050050030783,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHIVAMAUTO.NS,SHIVAMAUTO.NS,Shivam Autotech Limited,Consumer Cyclical,3821250816.0,,0.138,0.026725886549381246,-0.07892234013727828,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHIVAMILLS.NS,SHIVAMILLS.NS,Shiva Mills Limited,Consumer Cyclical,586519552.0,,0.058,0.016589471450549634,-0.051167287783795756,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHIVATEX.NS,SHIVATEX.NS,Shiva Texyarn Limited,Consumer Cyclical,2313528832.0,17.536947,0.383,0.013205749890715336,-0.05969362318852267,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHK.NS,SHK.NS,S H Kelkar and Company Limited,Basic Materials,30238023680.0,16.302238,0.464,0.015979284775749576,-0.07550043101608406,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHOPERSTOP.NS,SHOPERSTOP.NS,Shoppers Stop Limited,Consumer Cyclical,57825374208.0,318.27274,-0.373,0.015413309096174143,-0.03915463151929022,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHRADHA.NS,SHRADHA.NS,Shradha Infraprojects Limited,Real Estate,2624521216.0,27.127272,0.545,0.03420548087768761,-0.036797995572422915,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
SHREDIGCEM.NS,SHREDIGCEM.NS,Shree Digvijay Cement Company Limited,Basic Materials,13345202176.0,35.531498,-0.094,0.006593858702031102,0.01018584843755388,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHREECEM.NS,SHREECEM.NS,Shree Cement Limited,Basic Materials,1031779450880.0,69.431625,0.221,0.010487035075711998,-0.031509401998983555,29.03,13.74,6.28,9.01,yahoo,False,yahoo
SHREEJISPG.NS,SHREEJISPG.NS,SHREEJI SHIPPING GLOBAL L,Industrials,39862837248.0,28.254042,,0.025884369735829377,-0.027697204012531063,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SHREEPUSHK.NS,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,13617401856.0,20.402132,0.173,0.05236880079289357,-0.05836316053460355,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHREERAMA.NS,SHREERAMA.NS,Shree Rama Multi-Tech Limited,Consumer Cyclical,7831902720.0,14.67,-0.026,0.023494031756382757,0.010852731720847775,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHRENIK.NS,SHRENIK.NS,Shrenik Limited,Basic Materials,342950944.0,,0.433,0.01861518875195082,-0.018181800448205276,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHREYANIND.NS,SHREYANIND.NS,Shreyans Industries Limited,Basic Materials,3110372864.0,5.750192,-0.182,0.012571703578448046,-0.01911891427547563,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHRINGARMS.NS,SHRINGARMS.NS,Shringar House of Mangalsutra Limited,Consumer Cyclical,20304738304.0,33.211357,,0.02229755895074433,0.11738481654958322,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHRIPISTON.NS,SHRIPISTON.NS,Shriram Pistons & Rings Limited,Consumer Cyclical,119123943424.0,22.673767,0.815,0.011197394881956174,0.03875706778414578,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SHRIRAMFIN.NS,SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,1361358094336.0,14.165199,0.814,0.015127091336682651,0.1811653301591467,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
SHRIRAMPPS.NS,SHRIRAMPPS.NS,Shriram Properties Limited,Real Estate,15851894784.0,19.616526,0.469,0.019158427079139048,0.004012091870417844,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
SHYAMCENT.NS,SHYAMCENT.NS,Shyam Century Ferrous Limited,Basic Materials,1472480640.0,,-0.249,0.014334343806347658,-0.026647973937004243,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHYAMMETL.NS,SHYAMMETL.NS,Shyam Metalics and Energy Limited,Basic Materials,251880570880.0,27.42048,0.284,0.014934358557728945,-0.016515403460730216,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SHYAMTEL.NS,SHYAMTEL.NS,Shyam Telecom Limited,Technology,144030592.0,,-0.487,0.03351390240588971,-0.03837473516521561,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Technology)
SIEMENS.NS,SIEMENS.NS,Siemens Limited,Industrials,1107427983360.0,45.771267,0.476,0.012724541808625688,-0.014764153260255375,35.26,13.7,12.94,8.63,yahoo,False,yahoo
SIGACHI.NS,SIGACHI.NS,Sigachi Industries Limited,Healthcare,14130476032.0,,0.55,0.01996195747518572,-0.05206469624532639,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
SIGIND.NS,SIGIND.NS,Signet Industries Limited,Industrials,1756621568.0,11.095238,0.268,0.021175554234242944,0.08756531938865408,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
SIGMA.NS,SIGMA.NS,Sigma Solve Limited,Technology,5354575872.0,26.31313,0.073,0.04848658845538702,0.0903002749918953,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
SIGNATURE.NS,SIGNATURE.NS,Signatureglobal (India) Limited,Real Estate,152692965376.0,118.50599,0.574,0.01962941888278192,0.00694959260501804,60.0,55.0,60.0,65.0,sector_proxy,True,imputed_from_sector(Real Estate)
SIGNPOST.NS,SIGNPOST.NS,Signpost India Limited,Communication Services,13199477760.0,34.78169,,0.021508921238768776,-0.10525363424549927,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Communication Services)
SIKKO.NS,SIKKO.NS,Sikko Industries Limited,Basic Materials,2300844032.0,44.451477,-0.224,0.06248739564853089,0.48025855254398553,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SIL.NS,SIL.NS,Standard Industries Limited,Consumer Cyclical,1205524352.0,,-0.547,0.01596389228891013,-0.013164823750036247,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SILGO.NS,SILGO.NS,Silgo Retail Limited,Consumer Cyclical,1218199424.0,26.239044,0.259,0.02123636098289696,-0.02328340038141319,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SILINV.NS,SILINV.NS,SIL Investments Limited,Financial Services,7592992768.0,21.480814,0.086,0.015987470042358926,0.16615130282495927,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
SILLYMONKS.NS,SILLYMONKS.NS,Silly Monks Entertainment Limited,Communication Services,193606240.0,,-0.232,0.03196025306419924,0.13464991761075296,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Communication Services)
SILVERTUC.NS,SILVERTUC.NS,Silver Touch Technologies Limited,Technology,9224159232.0,40.321507,-0.563,0.016088172376088637,-0.016029726866334082,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
SIMBHALS.NS,SIMBHALS.NS,Simbhaoli Sugars Limited,Consumer Defensive,505847488.0,5.3716817,-0.106,0.01496215312947876,-0.12156290800285963,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
SIMPLEXINF.NS,SIMPLEXINF.NS,Simplex Infrastructures Limited,Industrials,21549527040.0,61.640274,0.107,0.023455276294755373,-0.07518667154644043,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SINCLAIR.NS,SINCLAIR.NS,Sinclairs Hotels Limited,Consumer Cyclical,5005539328.0,37.557693,-0.38,0.019090676493145376,-0.016319081011076597,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SINDHUTRAD.NS,SINDHUTRAD.NS,Sindhu Trade Links Limited,Industrials,36990873600.0,199.91667,0.406,0.03954040292355208,-0.13829024282932145,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SINTERCOM.NS,SINTERCOM.NS,Sintercom India Limited,Consumer Cyclical,3284619776.0,384.90323,0.299,0.012936729126327954,-0.01705247306394453,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SIRCA.NS,SIRCA.NS,Sirca Paints India Limited,Basic Materials,28967165952.0,52.582474,0.303,0.014927537351879254,0.021632424222270963,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SIS.NS,SIS.NS,SIS Limited,Industrials,48207659008.0,122.12501,0.129,0.014448936350410238,-0.011990736270727331,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SITINET.NS,SITINET.NS,SITI Networks Limited,Communication Services,418017088.0,,-0.1,0.012212659586351466,-0.0625000038805108,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Communication Services)
SIYSIL.NS,SIYSIL.NS,Siyaram Silk Mills Limited,Consumer Cyclical,34372378624.0,18.081144,0.049,0.021355468693363376,0.1293977182059194,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SJS.NS,SJS.NS,S.J.S. Enterprises Limited,Consumer Cyclical,47865790464.0,39.283875,0.203,0.018092939959468545,0.043877044640098894,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SJVN.NS,SJVN.NS,SJVN Limited,Utilities,346450755584.0,49.2514,0.343,0.007308182789712511,-0.04173909062924597,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Utilities)
SKFINDIA.NS,SKFINDIA.NS,SKF India Limited,Industrials,106934312960.0,20.359564,0.296,0.10087074946625392,-0.5467024516492398,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
SKIPPER.NS,SKIPPER.NS,Skipper Limited,Industrials,58098036736.0,34.753376,0.435,0.013693946979620675,-0.03471896565193022,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
SKMEGGPROD.NS,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,Consumer Defensive,9697338368.0,25.02038,-0.211,0.025216192329246975,0.1335795466660179,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
SKYGOLD.NS,SKYGOLD.NS,Sky Gold and Diamonds Limited,Consumer Cyclical,54171385856.0,32.358925,-0.614,0.029712857292205422,0.26350001835353676,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SMARTLINK.NS,SMARTLINK.NS,Smartlink Holdings Limited,Technology,1341390848.0,14.487567,0.273,0.024842747304908746,-0.13519625257706225,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Technology)
SMARTWORKS.NS,SMARTWORKS.NS,SMARTWORKS COWORKING SP L,Real Estate,65747709952.0,,,0.021793547058433747,0.0022641953107909174,60.0,55.0,60.0,65.0,sector_proxy,True,imputed_from_sector(Real Estate)
SMCGLOBAL.NS,SMCGLOBAL.NS,SMC Global Securities Limited,Financial Services,14243387392.0,11.62735,0.315,0.00892803405697868,-0.036339200604601274,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
SMLISUZU.NS,SMLISUZU.NS,SML Mahindra Limited,Consumer Cyclical,45945954304.0,32.40629,-0.044,0.02955522734827649,-0.033330330821959464,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SMLT.NS,SMLT.NS,Sarthak Metals Limited,Industrials,1356654208.0,35.519714,0.386,0.01205272334123196,-0.05977232410391353,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
SMSLIFE.NS,SMSLIFE.NS,Haleos Labs Limited,Healthcare,3438989056.0,19.844732,0.263,0.020350988735226613,-0.05625159386166523,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Healthcare)
SMSPHARMA.NS,SMSPHARMA.NS,SMS Pharmaceuticals Limited,Healthcare,28066578432.0,35.216217,0.537,0.02869527171435607,0.1073790674880164,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
SNOWMAN.NS,SNOWMAN.NS,Snowman Logistics Limited,Industrials,8595140608.0,135.10527,0.899,0.01412717601748784,-0.05013874417623465,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SOBHA.NS,SOBHA.NS,Sobha Limited,Real Estate,165242470400.0,110.71633,0.359,0.01600408480973798,-0.009040184668431595,60.0,55.0,60.0,65.0,sector_proxy,True,imputed_from_sector(Real Estate)
SOFTTECH.NS,SOFTTECH.NS,SoftTech Engineers Limited,Technology,4947180032.0,300.33612,-0.446,0.016265161194076595,-0.051612078790012283,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Technology)
SOLARA.NS,SOLARA.NS,Solara Active Pharma Sciences Limited,Healthcare,26516062208.0,96.576355,1.015,0.021313705751350956,-0.1252974374494059,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
SOLARINDS.NS,SOLARINDS.NS,Solar Industries India Limited,Basic Materials,1253558714368.0,99.81267,-0.246,0.013047490755166249,-0.020851003675431135,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SOLARWORLD.NS,SOLARWORLD.NS,SOLARWORLD ENERGY SOL LTD,Technology,25962792960.0,33.69516,,0.039365168970040214,-0.063943060546239,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
SOLEX.NS,SOLEX.NS,SOLEX ENERGY LIMITED,Technology,16331743232.0,34.446342,-0.308,0.03037378304579192,-0.052280222168351376,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
SOMANYCERA.NS,SOMANYCERA.NS,Somany Ceramics Limited,Industrials,18360754176.0,31.49259,0.66,0.01497718176630761,-0.041867954911433136,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SOMATEX.NS,SOMATEX.NS,Soma Textiles & Industries Limited,Consumer Cyclical,4044873472.0,5.5414367,-0.867,0.0404278051232984,0.7839039340852891,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SOMICONVEY.NS,SOMICONVEY.NS,Somi Conveyor Beltings Limited,Industrials,1848817024.0,31.079206,-0.134,0.0397212024540255,0.1527727064576454,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
SONACOMS.NS,SONACOMS.NS,Sona BLW Precision Forgings Limited,Consumer Cyclical,301130547200.0,49.07295,,0.019324569153230817,0.18235081977300704,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SONAMLTD.NS,SONAMLTD.NS,Sonam Limited,Consumer Cyclical,1664930944.0,26.322784,-0.132,0.03096864875250032,-0.08973514111082415,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SONATSOFTW.NS,SONATSOFTW.NS,Sonata Software Limited,Technology,102779060224.0,24.027237,0.343,0.019523410563535806,0.005973424599372779,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
SOTL.NS,SOTL.NS,Savita Oil Technologies Limited,Basic Materials,27407026176.0,21.218153,0.174,0.012785802655316507,0.009597140234413937,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SOUTHBANK.NS,SOUTHBANK.NS,The South Indian Bank Limited,Financial Services,102218432512.0,7.512524,0.148,0.03649770172849773,0.3154521754843147,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
SOUTHWEST.NS,SOUTHWEST.NS,South West Pinnacle Exploration Limited,Energy,4265411584.0,24.013447,-0.383,0.020443018224623483,0.06706505896684667,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Energy)
SPAL.NS,SPAL.NS,S.P. Apparels Limited,Consumer Cyclical,17969082368.0,18.352594,-0.082,0.017812800592771322,0.01606603998061029,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SPANDANA.NS,SPANDANA.NS,Spandana Sphoorty Financial Limited,Financial Services,21969301504.0,,0.172,0.01374761153186161,-0.029187059542574723,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
SPARC.NS,SPARC.NS,Sun Pharma Advanced Research Company Limited,Healthcare,46170558464.0,,0.24,0.01983346273571209,0.04788919328523322,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
SPCENET.NS,SPCENET.NS,Spacenet Enterprises India Limited,Financial Services,6188848640.0,45.666668,-0.377,0.032162721604033974,0.5815296262098884,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
SPECIALITY.NS,SPECIALITY.NS,Speciality Restaurants Limited,Consumer Cyclical,6798815744.0,35.062187,0.017,0.031565175087088296,0.07603627022977655,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SPECTRUM.NS,SPECTRUM.NS,SPECTRUM ELECTRIC IND LTD,Industrials,22568216576.0,77.17356,0.385,0.021730512858203082,0.004335630190122286,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SPENCERS.NS,SPENCERS.NS,Spencer's Retail Limited,Consumer Cyclical,4720229376.0,,0.088,0.01673598292633767,-0.04341483183809536,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SPIC.NS,SPIC.NS,Southern Petrochemical Industries Corporation Limited,Basic Materials,18712510464.0,11.705732,0.462,0.017039020208321893,-0.035275596959071565,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SPLIL.NS,SPLIL.NS,SPL Industries Limited,Consumer Cyclical,1192190208.0,14.682143,0.28,0.019543787174315867,0.02955172291904118,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SPLPETRO.NS,SPLPETRO.NS,Supreme Petrochem Limited,Basic Materials,149623488512.0,48.327248,0.392,0.017784508596302994,-0.06628278622144834,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SPMLINFRA.NS,SPMLINFRA.NS,SPML Infra Limited,Industrials,16435831808.0,40.767025,0.791,0.02538926623611749,-0.10458573904762214,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SPORTKING.NS,SPORTKING.NS,Sportking India Limited,Consumer Cyclical,12733885440.0,11.335973,0.527,0.02359133835076458,-0.06625047177198662,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SRD.NS,SRD.NS,Shankar Lal Rampal Dye-Chem Limited,Basic Materials,4314558976.0,35.5,-0.701,0.026352793695365646,-0.02472537049335133,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SREEL.NS,SREEL.NS,Sreeleathers Limited,Consumer Cyclical,5298561536.0,25.369179,0.048,0.01369651920205419,-0.015319065226316764,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SRF.NS,SRF.NS,SRF Limited,Industrials,897485438976.0,55.401646,0.187,0.012532928171870442,0.05161329876533083,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
SRGHFL.NS,SRGHFL.NS,SRG Housing Finance Limited,Financial Services,4552215040.0,16.679127,0.035,0.022135123589541165,0.010803190291209575,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
SRHHYPOLTD.NS,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,9525598208.0,10.137112,0.42,0.010716491487227708,-0.054883264934497245,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
SRM.NS,SRM.NS,SRM CONTRACTORS LIMITED,Industrials,12315299840.0,19.567991,,0.029280466520278686,-0.034274897825411155,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
SRPL.NS,SRPL.NS,Shree Ram Proteins Limited,Consumer Defensive,152613216.0,,-0.222,0.026160372638836225,-0.12048188704574891,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
SSDL.NS,SSDL.NS,SARASWATI SAREE DEPOT LTD,Consumer Cyclical,3390534912.0,11.005141,,0.00859498133372516,-0.03254234184653071,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
SSWL.NS,SSWL.NS,Steel Strips Wheels Limited,Consumer Cyclical,36074479616.0,17.944487,-0.025,0.014631040062563857,-0.026881540948093252,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
STALLION.NS,STALLION.NS,STALLION IND FLUOROCHEM L,Basic Materials,22964662272.0,58.2495,,0.06218704450013399,0.37752186408148214,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
